Date,Close
2/2/2018,10.17
2/5/2018,9.95
2/6/2018,9.98
2/7/2018,9.91
2/8/2018,9.46
2/9/2018,8.94
2/12/2018,8.63
2/13/2018,8.24
2/14/2018,8.34
2/15/2018,8.61
2/16/2018,8.68
