Date,Close
2/25/2019,5.32
2/26/2019,6.14
2/27/2019,5.65
2/28/2019,5.61
3/1/2019,5.30
3/4/2019,6.07
3/5/2019,6.16
3/6/2019,7.05
3/7/2019,7.75
3/8/2019,7.68
3/11/2019,7.70
