Date,Close
2/15/2018,9.48
2/16/2018,8.85
2/20/2018,8.68
2/21/2018,8.08
2/22/2018,8.30
2/23/2018,8.00
2/26/2018,8.24
2/27/2018,8.17
2/28/2018,8.22
3/1/2018,8.25
3/2/2018,8.90
