Date,Close
11/11/2020,7.70
11/12/2020,8.00
11/13/2020,7.50
11/16/2020,7.00
11/17/2020,7.60
11/18/2020,8.56
11/19/2020,8.55
11/20/2020,8.35
11/23/2020,8.72
11/24/2020,8.30
11/25/2020,7.15
