Date,Close
6/3/2020,10.24
6/4/2020,10.25
6/5/2020,10.30
6/8/2020,12.25
6/9/2020,13.35
6/10/2020,13.75
6/11/2020,12.90
6/12/2020,13.40
6/15/2020,13.50
6/16/2020,14.30
6/17/2020,14.73
