Date,Close
12/3/2020,18.77
12/4/2020,23.96
12/7/2020,23.51
12/8/2020,25.27
12/9/2020,23.31
12/10/2020,21.88
12/11/2020,19.70
12/14/2020,17.75
12/15/2020,17.05
12/16/2020,17.40
12/17/2020,16.44
