Date,Close
12/30/2020,10.57
12/31/2020,10.62
1/4/2021,10.60
1/5/2021,10.58
1/6/2021,10.58
1/7/2021,10.53
1/8/2021,10.15
1/11/2021,10.00
1/12/2021,9.19
1/13/2021,8.95
1/14/2021,9.37
