Date,Close
8/2/2019,10.29
8/5/2019,10.28
8/6/2019,9.37
8/7/2019,8.51
8/8/2019,5.91
8/9/2019,4.45
8/12/2019,4.10
8/13/2019,3.57
8/14/2019,3.57
8/15/2019,3.41
8/16/2019,3.70
