Date,Close
5/08/2019,10.55
5/09/2019,10.61
5/10/2019,10.41
5/13/2019,10.41
5/14/2019,4.47
5/15/2019,4.00
5/16/2019,3.01
5/17/2019,2.45
5/20/2019,3.45
5/21/2019,3.62
5/22/2019,3.26
