Date,Close
3/12/2019,11.65
3/13/2019,11.50
3/14/2019,11.64
3/15/2019,11.64
3/18/2019,11.83
3/19/2019,11.85
3/20/2019,11.85
3/21/2019,11.85
3/22/2019,12.36
3/25/2019,12.53
3/26/2019,12.99
