Date,Close
6/18/2020,10.69
6/19/2020,10.19
6/22/2020,10.25
6/23/2020,10.89
6/24/2020,10.79
6/25/2020,10.1
6/26/2020,9.55
6/29/2020,8.55
6/30/2020,8.07
7/1/2020,8.15
7/2/2020,7.9
