Date,Close
11/19/2020,20.00
11/20/2020,20.14
11/23/2020,22.05
11/24/2020,21.63
11/25/2020,23.50
11/27/2020,37.00
11/30/2020,47.00
12/1/2020,35.42
12/2/2020,37.71
12/3/2020,38.55
12/4/2020,42.50
