Date,Close
2/3/2020,12.38
2/4/2020,12.69
2/5/2020,12.79
2/6/2020,12.86
2/7/2020,12.88
2/10/2020,13.00
2/11/2020,12.75
2/12/2020,12.50
2/13/2020,12.67
2/14/2020,13.00
2/18/2020,13.34
