Date,Close
2/7/2020,10.30
2/10/2020,10.34
2/11/2020,10.35
2/12/2020,10.34
2/13/2020,10.35
2/14/2020,10.38
2/18/2020,10.50
2/19/2020,10.60
2/20/2020,10.45
2/21/2020,10.35
2/24/2020,9.51
