Date,Close
12/14/2020,19.34
12/15/2020,18.02
12/16/2020,19.92
12/17/2020,18.90
12/18/2020,19.29
12/21/2020,19.49
12/22/2020,18.89
12/23/2020,19.40
12/24/2020,17.81
12/28/2020,15.39
12/29/2020,14.63
