Date,Close
4/16/2020,16.09
4/17/2020,16.95
4/20/2020,17.57
4/21/2020,17.20
4/22/2020,17.15
4/23/2020,17.53
4/24/2020,19.35
4/27/2020,19.52
4/28/2020,18.24
4/29/2020,19.40
4/30/2020,19.46
