Date,Close
1/4/2021,16.09
1/5/2021,16.70
1/6/2021,16.92
1/7/2021,17.46
1/8/2021,16.90
1/11/2021,17.02
1/12/2021,16.80
1/13/2021,16.60
1/14/2021,16.60
1/15/2021,16.75
1/19/2021,16.75
1/20/2021,17.37
