Date,Close
12/16/2020,16.31
12/17/2020,16.15
12/18/2020,16.74
12/21/2020,18.60
12/22/2020,17.70
12/23/2020,19.00
12/24/2020,19.56
12/28/2020,19.95
12/29/2020,20.50
12/30/2020,20.00
12/31/2020,20.91
