Date,Close
3/8/2019,10.09
3/11/2019,10.01
3/12/2019,10.05
3/13/2019,10.11
3/14/2019,10.10
3/15/2019,10.10
3/18/2019,10.10
3/19/2019,10.09
3/20/2019,10.10
3/21/2019,9.94
3/22/2019,9.78
