Date,Close
3/6/2020,8.01
3/9/2020,8.01
3/10/2020,8.77
3/11/2020,9.24
3/12/2020,9.10
3/13/2020,9.10
3/16/2020,9.10
3/17/2020,9.08
3/18/2020,8.85
3/19/2020,8.50
3/20/2020,6.20
