Date,Close
12/21/2020,22.35
12/22/2020,23.86
12/23/2020,24.46
12/24/2020,25.49
12/28/2020,26.24
12/29/2020,25.49
12/30/2020,22.55
12/31/2020,19.70
1/4/2021,19.17
1/5/2021,20.47
1/6/2021,20.70
