Date,Close
4/30/2020,10.44
5/1/2020,10.24
5/4/2020,9.50
5/5/2020,8.90
5/6/2020,6.75
5/7/2020,8.92
5/8/2020,9.55
5/11/2020,8.45
5/12/2020,8.18
5/13/2020,7.45
5/14/2020,7.01
