Date,Close
12/28/2020,14.26
12/29/2020,13.42
12/30/2020,13.08
12/31/2020,14.04
1/4/2021,14.87
1/5/2021,14.76
1/6/2021,15.5
1/7/2021,13.67
1/8/2021,14.03
1/11/2021,13.85
1/12/2021,15.12
