Date,Close
5/6/2019,14.41
5/7/2019,14.12
5/8/2019,13.87
5/9/2019,13.73
5/10/2019,13.65
5/13/2019,13.34
5/15/2019,13.31
5/16/2019,13.37
5/17/2019,13.35
5/20/2019,13.30
5/21/2019,13.33
